@relation houses

@attribute median_house_value numeric
@attribute median_income numeric
@attribute housing_median_age numeric
@attribute total_rooms numeric
@attribute total_bedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute latitude numeric
@attribute binaryClass {P,N}

@data
200000,2.4917,27,1709,408,97,44,38.94,P
84600,1.9667,26,1485,334,406,180,38.94,P
107200,3.1806,24,856,185,388,108,38.93,P
114800,3.5417,25,2443,444,868,342,38.96,P
131600,2.2589,19,1429,292,585,188,38.94,P
104200,1.8906,27,1492,393,717,254,38.94,P
110500,2.83,22,2731,632,1215,483,38.93,P
136800,4.6,24,1258,216,235,96,38.92,P
109700,1.9018,25,1339,328,503,219,38.94,P
99300,4.0417,23,1564,298,339,147,38.94,P
103600,3.1625,24,1216,289,421,185,38.94,P
118500,3.0806,22,3119,640,786,351,38.94,P
141900,2.9091,23,1882,414,673,277,38.93,P
85800,2.3281,28,1194,272,494,203,38.93,P
90400,2.6607,25,1262,293,534,226,38.93,P
86900,3.15,27,2682,606,1010,399,38.92,P
89600,2.0708,28,1408,312,522,221,38.92,P
313400,3.9722,17,8005,1382,999,383,38.93,P
126100,2.996,22,3080,610,1045,425,38.93,P
126600,3.3295,17,1106,207,466,180,38.92,P
103600,3.5,26,529,116,191,83,38.92,P
96100,1.7188,23,964,246,485,198,38.92,P
104200,2.675,25,1758,357,689,278,38.92,P
107200,2.2056,22,2138,493,829,330,38.91,P
101900,3.2396,24,1194,246,414,151,38.92,P
94400,2.0938,27,968,191,283,143,38.91,P
86700,1.9851,17,2732,609,1005,499,38.91,P
100800,3.0089,24,1669,422,589,281,38.89,P
114100,1.9727,21,1653,419,737,308,38.9,P
107800,2.7457,17,2807,529,675,251,38.88,P
134700,3.5,16,3109,572,885,334,38.9,P
162500,5.0718,15,3831,625,984,328,38.91,P
127600,4.225,12,1437,268,395,144,38.87,P
109700,3.5714,17,2722,512,828,289,38.84,P
121400,4.3333,15,3142,618,725,285,38.76,P
117700,3.7891,16,2708,481,712,261,38.86,P
118800,3.8333,15,3042,588,918,336,38.89,P
97600,3.017,19,2429,459,883,300,38.86,P
87500,2.875,22,2465,539,381,146,39.06,P
126000,4.0313,18,2040,402,350,129,39.04,P
206300,4.975,16,1463,264,54,26,39.01,P
437500,4.0714,19,2967,528,112,48,39.01,P
500001,1.875,33,1561,282,30,11,38.91,P
172200,4.8311,7,4341,716,1978,682,38.91,P
163400,3.93,11,3522,623,1456,544,38.81,P
113200,3.7625,10,1604,352,540,190,38.94,P
127300,2.902,15,3876,778,1960,691,38.91,P
128600,3.2027,11,1720,345,850,326,38.86,P
128200,2.8562,12,2180,423,1070,377,38.83,P
132600,3.1635,11,1280,286,609,248,38.81,P
119300,2.9444,17,1438,324,675,268,38.89,P
118500,1.7222,15,1374,291,709,239,38.83,P
120100,3.4688,8,1877,479,884,323,38.85,P
87500,4.9583,10,81,41,55,16,38.87,P
95500,0.9227,11,1961,435,113,53,38.9,P
213300,4.7083,15,5218,711,1949,659,38.68,P
239600,6.844,10,2499,331,1040,333,38.67,P
173400,4.6394,22,1831,274,813,269,38.66,P
228900,6.314,9,13255,1739,5001,1627,38.7,P
217500,5.3344,12,3425,549,1357,451,38.58,P
197500,4.7276,7,6322,1046,2957,1024,38.73,P
172500,4.1163,5,5743,1074,2651,962,38.69,P
198900,4.5246,4,7392,1155,3096,1065,38.66,P
187900,5.4413,8,4913,744,2005,723,38.67,P
186600,5.584,13,3432,516,1286,470,38.67,P
163300,3.225,9,2073,404,916,373,38.66,P
176900,3.2964,5,4810,909,2242,900,38.68,P
217100,5.2032,10,3421,563,1689,545,38.69,P
180800,3.9036,11,2339,436,1062,380,38.66,P
300600,4.0714,9,3707,602,1601,555,38.65,P
170100,4.5568,12,2213,384,1097,351,38.65,P
207600,4.1843,12,4545,748,2033,718,38.62,P
202800,4.3981,12,3247,579,1459,517,38.79,P
196300,5.5111,9,2229,355,788,341,38.77,P
230600,4.835,11,5460,859,2645,838,38.73,P
167400,4,13,2692,470,1302,420,38.71,P
184600,4.825,11,1013,188,410,158,38.77,P
146100,2.5625,15,1533,300,674,287,38.75,P
128300,2.2269,17,3685,775,1714,734,38.74,P
142600,2.8807,17,2616,492,1158,457,38.73,P
120500,2.5104,38,2005,385,882,353,38.73,P
111300,2.1603,28,4236,877,2008,881,38.74,P
121600,2.3314,29,2259,482,1099,463,38.74,P
148500,2.6392,21,3509,606,1576,564,38.76,P
108300,1.5625,17,512,129,314,140,38.73,P
127900,2.9844,31,3117,616,1606,588,38.73,P
128600,2.7273,42,1276,260,799,259,38.73,P
150900,3.6406,19,4414,767,1865,699,38.72,P
138100,2.1682,35,2104,403,1060,400,38.76,P
158700,2.9,19,2325,430,967,376,38.75,P
141300,2.9219,17,2146,396,862,351,38.73,P
141200,4.03,15,2155,394,857,356,38.77,P
108700,2.3583,21,1661,406,789,319,38.77,P
106900,3.0217,22,1236,273,615,248,38.76,P
94700,1.7266,21,1728,417,731,334,38.76,P
117500,2.7201,17,3145,621,1432,559,38.75,P
151700,4.0709,13,4492,821,2093,734,38.69,P
140200,4.0675,11,4577,836,1944,700,38.73,P
132200,4.0197,10,6305,1150,2597,921,38.71,P
131700,3.0789,14,1821,316,769,266,38.68,P
136600,3.9812,9,3006,540,1102,418,38.75,P
133800,2.5865,14,2925,625,1226,437,38.6,P
126400,2.5042,19,2715,596,1301,473,38.61,P
118800,2.6833,8,892,185,427,164,38.57,P
100000,3.6125,15,432,87,208,73,38.53,P
98000,3.5192,9,2598,548,796,297,38.61,P
115600,3.5667,13,1115,255,86,32,38.71,P
162500,4.625,34,1988,511,36,15,38.8,P
170700,4.0827,8,3417,604,1703,623,38.58,P
208300,5.7373,12,1313,231,731,232,38.63,P
118800,3.0565,14,8396,1578,3952,1474,38.67,P
155900,3.5511,17,2319,430,1126,372,38.65,P
141400,3.4872,18,5928,1097,2697,1096,38.69,P
138500,2.3319,13,5036,1034,2243,923,38.7,P
56700,2.101,51,956,196,662,180,36.73,P
49600,1.372,47,1314,416,1155,326,36.73,P
47500,1.5625,36,607,155,483,146,36.74,P
47500,1.975,52,112,28,193,40,36.73,P
44800,1.7011,45,925,231,797,228,36.73,P
50400,0.9513,43,1286,360,972,345,36.72,P
56700,1.5833,46,1414,268,902,243,36.72,P
59200,2.2206,50,772,194,606,167,36.73,P
53000,2.1518,44,1960,393,1286,381,36.73,P
47700,1.4427,43,1763,389,1623,390,36.72,P
43300,1.2344,52,1377,319,1280,259,36.73,P
52600,1.7829,45,1081,241,821,230,36.73,P
46900,1.5227,39,1287,332,1386,306,36.75,P
93900,1.5547,20,1855,519,1091,443,36.74,P
90300,2.5045,15,1461,415,924,356,36.74,P
50000,1.2375,35,2114,506,2050,474,36.75,P
56400,1.2813,31,1404,379,1515,387,36.75,P
39600,1.0513,35,853,296,1228,289,36.74,P
75000,2.1094,52,173,87,401,84,36.74,P
51800,0.799,25,1717,542,1343,471,36.74,P
61200,1.3527,41,1659,466,1391,447,36.75,P
46700,1.123,33,3161,934,3530,846,36.75,P
43800,1.8967,52,610,128,406,122,36.74,P
52600,1.6435,25,2581,528,1642,509,36.72,P
54100,2.6176,17,1276,242,927,238,36.72,P
62100,2.4137,21,1702,358,1347,316,36.73,P
67500,4.35,28,60,10,46,13,36.72,P
73900,2.4167,43,355,81,233,75,36.71,P
53000,1.25,19,1719,391,1369,368,36.72,P
53500,2.0043,29,1541,291,1007,313,36.71,P
52800,1.5625,25,1026,221,789,183,36.71,P
48500,1.0481,19,1334,336,1171,319,36.72,P
57800,1.0472,15,1908,417,1383,375,36.72,P
49500,1.3922,23,1731,363,1210,341,36.7,P
51300,1.3304,28,1592,304,962,282,36.7,P
52500,1.2404,52,314,57,178,66,36.7,P
34400,2.1458,22,354,121,530,115,36.72,P
44100,1.3047,41,1562,322,927,277,36.72,P
45300,1.3587,35,1987,394,1233,383,36.71,P
61800,2.1905,17,5872,1250,5034,1224,36.71,P
44400,1.5611,29,1745,441,1530,391,36.71,P
60600,2.875,24,1240,265,1035,232,36.72,P
49800,1.4577,38,1481,353,1543,372,36.71,P
50800,2.3269,34,1254,272,1056,279,36.73,P
58500,2.1304,25,3972,842,2863,729,36.72,P
60800,1.3343,22,3247,859,4179,881,36.72,P
52600,1.8723,46,1347,282,854,267,36.73,P
45500,1.4419,39,1553,363,1449,341,36.73,P
52100,1.6325,39,2290,539,1685,536,36.73,P
50000,2.0536,42,1236,272,946,261,36.73,P
93100,4.7463,6,1926,303,965,316,36.75,P
120300,2.7813,19,2788,614,1365,525,36.74,P
62500,1.5449,17,2438,598,1563,538,36.74,P
93100,4.0027,13,2343,409,1347,405,36.75,P
117900,4.9196,27,2845,417,1219,460,36.73,P
171700,7.2211,30,2437,349,1005,380,36.73,P
121600,3.5128,23,2097,385,911,405,36.74,P
108300,4.4583,25,556,79,249,71,36.71,P
153800,2.6875,31,843,140,453,149,36.72,P
225000,1.4007,7,2461,647,1587,551,36.73,P
65900,1.4646,9,1914,491,1116,424,36.73,P
127200,6.8162,15,1713,246,766,232,36.72,P
89500,0.6991,26,2645,1005,1660,991,36.72,P
54200,2.2437,9,1621,428,678,394,36.73,P
151400,5.2608,19,3972,585,1586,560,36.73,P
91600,3.0179,7,2456,463,1350,424,36.71,P
70400,2.0294,15,2246,456,1190,403,36.72,P
49300,1.7986,32,755,205,681,207,36.68,P
88300,2.1563,36,1432,269,836,237,36.69,P
74200,1.8355,29,1243,312,836,277,36.68,P
92300,3.9211,20,2512,449,1464,450,36.65,P
110400,3.4107,33,1036,181,620,174,36.64,P
58000,1.6607,6,1931,422,1344,414,36.62,P
65300,3.0139,39,1237,256,638,239,36.63,P
89500,2.9013,19,2546,463,1257,418,36.65,P
61200,1.6602,31,834,229,616,211,36.62,P
92800,3.5781,35,2080,365,1026,333,36.62,P
92600,3.3438,31,1551,296,1058,287,36.59,P
66700,2.1691,31,2214,432,1326,416,36.68,P
68400,2.77,27,1226,240,706,211,36.65,P
96000,2.2466,30,1694,312,1008,321,36.64,P
74200,1.7692,34,2263,423,1184,407,36.65,P
81300,2.6146,43,524,93,302,93,36.73,P
67900,2.0658,30,1584,316,984,300,36.72,P
78300,2.5809,32,1485,269,867,271,36.7,P
96700,3.5375,35,1191,190,537,182,36.74,P
72000,1.4817,6,1853,473,1397,417,36.77,P
67300,1.976,15,3291,772,1738,634,36.76,P
48800,2.0781,41,1022,209,741,213,36.75,P
57100,1.575,34,1186,300,774,271,36.75,P
55600,1.3929,33,662,183,607,181,36.75,P
67900,2.9306,48,2059,388,834,405,36.76,P
54200,2.2029,51,2419,486,1284,426,36.76,P
55100,1.7636,52,1827,356,855,353,36.75,P
66900,1.8971,41,1973,399,1107,375,36.76,P
68500,1.4028,46,2194,563,924,542,36.76,P
69200,1.6429,52,1853,437,764,390,36.76,P
58400,1.7298,52,1788,449,1156,418,36.75,P
57100,2.4375,52,1792,352,1049,357,36.76,P
78400,2.3952,52,2224,418,832,406,36.76,P
56100,1.175,52,1185,260,635,239,36.76,P
45000,1,52,377,97,530,96,36.75,P
59000,1.5273,46,2625,593,1368,551,36.75,P
61300,2.1055,52,2408,498,1361,465,36.76,P
51300,1.7344,47,1425,323,949,325,36.76,P
52000,1.2937,49,1175,307,982,278,36.75,P
46600,1.4635,43,2070,512,1925,444,36.75,P
49800,1.75,50,1343,322,1063,342,36.76,P
50600,1.4766,23,3800,1003,3786,917,36.76,P
53400,2.19,35,1607,383,1407,382,36.75,P
45500,1.2545,41,1576,417,1567,366,36.75,P
49100,1.2101,40,2009,519,2219,505,36.76,P
56000,1.869,43,1623,294,781,272,36.76,P
54600,1.5174,43,1945,413,1492,422,36.76,P
49400,1.6548,35,2347,526,1676,481,36.75,P
69100,1.3029,52,2137,448,1194,444,36.74,P
62800,1.8667,50,1325,280,811,281,36.74,P
70100,3.3125,51,1454,235,729,252,36.74,P
48300,1.7083,44,1818,412,1680,418,36.75,P
50800,1.8641,39,2233,563,2031,491,36.75,P
59600,2.9545,47,2236,418,1042,397,36.75,P
55600,1.2065,39,4893,1210,4749,1067,36.74,P
51300,1.8958,39,1740,351,1098,347,36.74,P
54200,1.9955,50,1515,294,852,297,36.75,P
55400,2.5111,49,2331,460,1290,477,36.75,P
58700,1.7994,42,2093,470,1621,438,36.76,P
52800,1.4766,36,912,216,842,219,36.76,P
59800,1.4107,29,2077,524,1887,489,36.76,P
44500,1.3278,32,2072,497,2002,470,36.76,P
69000,2.3006,23,6403,1370,3573,1260,36.76,P
74700,2.6611,11,4832,993,2190,888,36.75,P
71300,3.1,30,1548,282,886,311,36.76,P
86900,3.9514,27,1691,282,869,337,36.75,P
64700,1.6073,14,6202,1551,5561,1435,36.74,P
67900,3.1719,39,1745,321,901,303,36.75,P
87500,2.4956,11,3626,779,1819,731,36.75,P
88300,2.4728,18,8099,1670,4476,1514,36.74,P
72000,2.3108,28,2675,527,1392,521,36.76,P
87700,3.8088,34,1768,303,888,314,36.8,P
82000,3.6681,34,1891,323,966,355,36.79,P
75900,2.1461,11,5112,1384,2487,1243,36.77,P
74600,3.1417,15,2376,538,1197,510,36.8,P
78800,2.1653,16,2396,526,1338,518,36.8,P
85700,3.1953,15,3045,689,1340,588,36.8,P
84700,3.9338,17,2056,366,1259,367,36.8,P
81400,3.25,17,1415,267,861,293,36.8,P
55000,2.0536,9,1122,290,662,284,36.81,P
66400,2.6932,31,1746,321,1186,360,36.8,P
72800,3,25,875,156,646,166,36.8,P
71500,2.625,23,2128,442,1047,450,36.8,P
69200,3.7578,24,1316,249,781,260,36.8,P
87500,2.6767,15,2175,564,1194,482,36.81,P
73000,2.9406,24,4410,939,2362,862,36.77,P
76900,2.5737,30,2427,482,1375,518,36.77,P
70400,2.6726,32,1962,399,1005,392,36.77,P
74300,2.4405,35,1129,220,474,242,36.78,P
81300,2.3333,33,1145,197,508,198,36.78,P
70700,2.2467,27,4049,947,2254,882,36.78,P
72300,2.785,36,2507,466,1227,474,36.77,P
60200,2.1439,38,3804,814,2142,816,36.77,P
64700,2.0564,38,3065,658,1441,625,36.77,P
67300,2.5434,36,3616,779,1994,786,36.78,P
67700,1.9375,40,1411,284,609,296,36.78,P
61900,1.2176,29,2554,705,2669,655,36.77,P
58100,2.3562,45,1315,256,666,240,36.77,P
70700,1.9784,37,2185,455,1143,438,36.78,P
60200,2.0357,30,1610,410,1000,397,36.77,P
87600,3.8105,52,2964,512,1114,486,36.77,P
73000,2.2614,50,1818,374,737,338,36.78,P
59100,2.319,41,2227,462,1129,415,36.78,P
58700,2.3967,43,2323,502,1144,471,36.77,P
89900,3.5972,52,2281,371,839,367,36.78,P
72200,3.15,49,1749,314,705,300,36.77,P
78900,2.5804,48,1805,329,741,331,36.77,P
85000,3.4265,43,2341,395,890,375,36.77,P
83400,3.625,37,1965,364,796,335,36.78,P
69600,2.6127,36,1370,289,812,282,36.78,P
71300,3.0568,41,1441,274,646,296,36.77,P
65600,2.9081,36,2252,468,1117,442,36.77,P
68100,2.4286,32,2867,615,1705,570,36.77,P
71600,2.625,23,2168,503,1190,425,36.77,P
80300,2.8359,30,3162,640,1660,639,36.78,P
80200,3.6522,8,2875,548,1718,551,36.79,P
76700,3.0938,7,1932,419,1014,389,36.79,P
80400,3.7821,5,3821,705,2179,694,36.79,P
84500,3.4213,4,6102,1114,3406,1115,36.78,P
79700,2.7857,8,3096,684,1454,545,36.78,P
74700,2.9853,7,2232,490,1274,499,36.78,P
81300,2.0446,9,1142,314,620,283,36.77,P
83200,2.9315,27,1510,344,847,295,36.77,P
80100,1.8214,10,2067,450,845,354,36.76,P
81100,2.8194,24,1143,245,608,240,36.75,P
74500,2.875,34,1649,323,919,316,36.76,P
106100,3.3125,22,1970,332,1066,319,36.79,P
126400,4.1719,17,1987,335,1152,313,36.76,P
119800,3.6204,18,1422,243,702,230,36.77,P
89600,2.9808,38,1446,285,928,255,36.79,P
90600,2.3194,20,1745,348,1093,302,36.77,P
69000,1.7,19,2020,416,1341,360,36.66,P
112500,3.4861,26,1453,251,896,260,36.74,P
70800,2.6852,33,1902,370,1168,358,36.7,P
71800,1.6168,14,3182,730,2298,721,36.74,P
57800,1.8299,24,1961,422,1559,374,36.72,P
83200,3.6,22,1339,251,820,276,36.72,P
60400,1.8,32,981,237,736,249,36.72,P
88200,3.087,19,2627,502,1295,441,36.74,P
112500,3.4297,30,1233,214,620,199,36.8,P
105400,3.2813,45,1270,242,598,214,36.8,P
55300,2.1618,25,1270,255,1050,245,36.8,P
82800,2.7917,48,1341,239,671,208,36.79,P
165400,3.8056,29,2205,366,1072,345,36.83,P
61200,1.3221,30,2288,474,1435,425,36.81,P
256200,7.5,8,2580,372,1111,393,36.85,P
122500,5.1781,4,4833,784,2088,789,36.83,P
160300,6.7181,15,2563,335,1080,356,36.83,P
141600,4.8036,11,2497,427,1101,405,36.83,P
89300,4.7622,12,1488,253,675,223,36.82,P
91300,3.3239,9,3995,778,1691,712,36.82,P
88900,5.5842,15,1387,236,638,195,36.82,P
119300,5.5405,16,1852,274,887,286,36.82,P
96500,4.2132,2,4055,735,1730,654,36.83,P
72100,3.3942,4,4530,1070,1804,837,36.81,P
107800,4.6726,6,1891,341,969,330,36.81,P
68000,3.755,15,1743,310,1011,325,36.81,P
88800,3.6563,14,1876,324,1031,311,36.8,P
73000,2.9565,14,4177,914,2300,867,36.8,P
67900,2.5595,18,2536,516,1196,466,36.8,P
345900,10.5144,8,3791,487,1424,475,36.85,P
213900,8.9669,12,2272,304,840,305,36.84,P
229200,8.7716,12,2396,290,863,258,36.84,P
195900,6.8645,17,2273,298,700,263,36.83,P
141200,6.9903,14,2351,341,1128,363,36.83,P
123000,5.3241,14,2982,412,1408,423,36.83,P
229700,7.4201,17,3012,408,987,362,36.83,P
144700,6.1175,16,2868,376,1016,379,36.83,P
167700,5.5357,17,2807,376,996,353,36.82,P
155600,7.2909,14,1087,165,365,176,36.82,P
151500,5.2809,28,2268,336,752,330,36.82,P
150900,5.0698,25,3305,551,1149,500,36.81,P
188300,7.7062,18,2789,378,937,364,36.81,P
187300,8.3608,10,2902,363,1200,363,36.86,P
193500,8.2737,7,4139,544,1843,562,36.86,P
123600,5.9897,8,1519,234,711,248,36.85,P
125300,5.3886,15,1924,262,848,277,36.84,P
124400,3.2569,15,2058,412,891,378,36.84,P
111900,3.2147,7,4907,1075,2014,909,36.84,P
79500,2.8274,12,782,166,292,164,36.85,P
128300,4.2071,8,3468,675,1604,626,36.86,P
54000,1.9511,11,2596,619,1765,539,36.85,P
51700,1.7926,22,1529,375,1543,395,36.84,P
145000,3.7656,7,6434,1201,2733,1045,36.86,P
94400,4.2304,17,2340,370,1174,396,36.85,P
158800,5.4868,7,2289,342,1077,354,36.84,P
119300,3.3229,9,2340,544,860,520,36.84,P
126000,4.049,19,6789,1200,2325,1109,36.83,P
135500,5.6445,10,5780,922,2712,883,36.83,P
69300,2.3667,11,2754,663,1328,604,36.83,P
93000,3.2143,25,2330,462,1215,467,36.82,P
95800,4.3315,17,1560,261,709,258,36.83,P
72200,2.2215,15,3356,694,1232,627,36.83,P
105200,3.4167,23,4358,819,1852,802,36.82,P
53500,1.7708,22,4241,1147,1929,971,36.82,P
121200,3.4542,24,5377,1005,2010,982,36.82,P
143300,5.4513,33,3972,594,1324,561,36.81,P
169300,6.3359,43,1951,288,725,308,36.8,P
160100,6.1575,38,2252,325,777,314,36.8,P
90100,3.8571,24,3756,681,1586,739,36.8,P
99500,2.9471,33,1670,256,528,250,36.8,P
88800,3.5958,29,2806,552,1242,540,36.8,P
80800,3.125,16,6101,1200,3407,1134,36.8,P
72700,3.4074,16,2849,506,1508,478,36.8,P
66900,2.0469,19,3244,776,1463,710,36.8,P
65600,3.3272,35,1872,363,1054,369,36.79,P
66200,2.5223,35,1789,357,933,357,36.78,P
58800,1.3385,24,3242,795,2764,773,36.78,P
71400,3.3447,21,3235,648,1820,614,36.79,P
67000,1.9575,24,3505,819,2098,774,36.79,P
55500,2.0324,35,1012,245,633,240,36.78,P
79700,3,36,1650,313,660,298,36.78,P
69200,2.6055,36,1582,313,761,318,36.78,P
65900,2.6522,35,1474,291,709,294,36.79,P
64700,1.6854,18,5822,1439,3415,1224,36.79,P
73800,2.9506,35,2314,443,954,457,36.79,P
67500,1.9386,33,3433,785,1806,783,36.79,P
58800,2.03,38,1912,456,1131,408,36.78,P
96500,3.5542,43,2382,431,874,380,36.78,P
71900,2.4167,39,2471,460,1118,431,36.79,P
153800,5.187,45,1337,187,471,187,36.79,P
69600,3.069,35,1877,328,1155,353,36.81,P
66500,1.8514,34,2200,493,1243,431,36.8,P
124700,3.32,27,2462,484,852,449,36.8,P
132200,4.25,33,1461,261,494,254,36.81,P
89600,3.2642,34,2679,460,1141,470,36.79,P
73400,2.3293,31,2164,456,959,463,36.78,P
64500,2.256,26,1700,423,909,386,36.79,P
47500,1.5122,19,1524,448,960,386,36.79,P
68300,2.9301,33,2260,440,966,413,36.79,P
72800,2.1544,26,3654,837,1976,830,36.79,P
78800,2.1383,30,6117,1330,2768,1224,36.78,P
81100,2.9937,27,2258,427,1076,423,36.79,P
75100,3.3281,32,2463,468,1261,486,36.79,P
71400,2.1573,28,2857,619,1614,592,36.79,P
71700,2.293,28,3257,752,1981,712,36.78,P
70900,2.5893,29,3494,662,1781,616,36.8,P
84600,2.9244,32,3461,665,1507,649,36.8,P
66000,2.8994,34,3426,623,1938,647,36.8,P
83700,2.2094,20,6257,1346,2795,1267,36.8,P
83100,2.7222,24,3748,770,1827,719,36.8,P
74300,2.4678,18,10862,2401,5466,2209,36.8,P
90600,2.3333,25,2718,504,1257,465,36.8,P
74500,2.197,30,3308,662,1894,648,36.8,P
69400,1.2716,19,4643,1429,4638,1335,36.81,P
84700,3.4279,25,1565,271,661,275,36.81,P
99300,2.3375,17,6932,1486,3056,1453,36.82,P
85500,3.567,28,1713,302,663,282,36.81,P
89500,3.625,25,5016,963,2133,928,36.82,P
95200,4.2153,18,4164,741,1817,681,36.83,P
99600,4.5179,22,2803,438,1234,457,36.83,P
110900,5.2595,20,3214,446,1360,463,36.83,P
101100,4.7804,19,3237,507,1378,510,36.83,P
108500,5.0635,16,2360,355,1034,359,36.83,P
84200,4.0196,17,3690,628,1888,601,36.83,P
109400,4.9292,15,2793,436,1411,441,36.83,P
108200,4.1098,14,4675,829,2235,787,36.83,P
174200,5.3272,3,7520,1143,2878,1077,36.91,P
143700,5.0941,3,13802,2244,5226,1972,36.87,P
140800,3.9032,3,10425,2121,4432,1778,36.85,P
86300,2.4861,15,1449,277,649,265,36.94,P
165200,6.9405,17,2236,315,992,312,36.88,P
164600,4,20,1676,263,786,240,36.86,P
143100,4.5398,20,2655,432,1081,379,36.85,P
167500,5.308,15,2373,364,1280,386,36.89,P
71400,2.5904,23,3532,756,1885,758,36.83,P
68200,2.3173,25,2379,540,1482,484,36.82,P
68000,2.7159,32,2623,528,1570,492,36.81,P
113400,1.8061,5,1087,338,623,362,36.83,P
109000,3.5078,15,2727,500,1228,436,36.83,P
138800,5.3478,8,3602,547,1959,580,36.83,P
111400,5.0828,14,3348,491,1584,493,36.83,P
112500,2.3381,12,2144,568,1320,566,36.82,P
69700,1.6618,19,2282,550,1034,500,36.81,P
72800,1.7969,19,1648,368,557,354,36.81,P
72200,2.9453,28,1651,305,780,309,36.81,P
79700,2.7778,19,1699,356,994,368,36.81,P
112500,1.9483,16,2627,613,1054,623,36.82,P
52500,2.2639,15,946,239,550,246,36.82,P
100200,3.9943,7,2075,353,1040,362,36.83,P
89500,4.9327,8,943,189,475,155,36.83,P
54600,1.4913,32,1098,226,726,224,36.83,P
78900,3.1814,28,1868,350,898,329,36.83,P
111300,4.4356,3,2029,336,1003,340,36.83,P
113700,5.0864,4,2145,334,1024,308,36.83,P
120000,6.1133,11,2455,344,1110,339,36.83,P
123300,4.5577,2,2579,376,1133,342,36.82,P
114400,4.9432,4,1262,216,622,199,36.81,P
106200,5.0253,13,2589,413,1356,435,36.81,P
55900,1.8021,17,1897,433,1207,384,36.82,P
93600,4.81,15,3303,512,1687,505,36.82,P
88900,3.9792,16,2668,454,1536,457,36.81,P
93800,2.5446,13,1524,366,994,370,36.81,P
88000,4.4934,15,2892,496,1634,501,36.81,P
88400,4.2066,7,2855,518,1748,498,36.8,P
68700,3.2813,31,2576,458,1306,418,36.8,P
163100,6.011,9,3712,508,1632,474,36.8,P
83600,3.7697,13,1736,313,993,314,36.79,P
71300,3.5417,16,1551,271,1010,292,36.79,P
76300,2.7404,15,2524,451,1207,424,36.79,P
60600,2.6875,22,2456,496,1720,417,36.77,P
83000,4.0993,5,2613,476,1490,481,36.79,P
150800,6.0132,21,1260,182,583,205,36.77,P
157300,4.9904,15,2397,353,1258,347,36.85,P
173800,5.6739,14,4872,656,2085,617,36.82,P
148700,4.526,19,1317,189,517,187,36.79,P
154700,4.925,22,4126,614,1795,613,36.76,P
133300,3.0833,42,1338,215,617,222,36.7,P
136900,4.5625,20,2822,479,1372,455,36.78,N
156700,5.4895,13,6135,863,2473,774,36.83,P
126500,4.0227,19,3225,548,1760,542,36.77,P
130600,4.5375,18,1284,193,621,190,36.72,P
106900,4.5938,20,1089,208,531,212,36.74,N
99500,3.6161,11,2510,460,1248,445,36.72,P
73000,2.5741,29,1963,392,1208,398,36.71,N
59900,2.181,37,1609,374,1173,344,36.71,N
84800,2.6458,10,1657,359,958,380,36.71,P
72900,2.6823,34,1759,354,899,337,36.7,P
58900,2.1182,40,1195,326,1135,315,36.7,N
63900,2.3687,31,1671,372,1371,347,36.7,N
72300,3.1442,30,2370,412,1248,410,36.7,P
83900,3.7261,7,1761,309,974,308,36.7,P
58100,1.9766,42,1032,215,812,225,36.69,P
55900,1.7132,21,1551,423,1519,406,36.69,N
58900,2.2448,20,1815,375,1665,357,36.7,N
55800,1.9076,32,1963,508,2052,518,36.71,N
63900,2.1515,6,1186,234,1135,218,36.72,N
69300,2.59,21,1834,321,1120,314,36.71,N
160100,3.2917,19,3351,589,1578,542,36.69,N
115300,3.4044,18,1802,332,945,292,36.68,N
107600,3.625,25,1784,312,904,303,36.63,N
80000,2.3618,38,949,190,578,187,36.64,N
93800,3.5074,37,1486,296,977,290,36.59,N
92400,2.3359,24,2532,555,1564,507,37.1,N
151800,4.2679,14,863,151,315,135,36.94,P
111800,3.332,16,4199,794,2140,722,37.02,P
111800,3.1736,16,2904,551,1467,509,37,N
123900,3.9141,12,2980,495,1184,429,36.91,N
83300,2,15,1879,411,755,294,36.89,N
85600,4.1838,44,3042,697,335,115,37.25,N
94000,4.1563,12,2255,472,1006,334,37.13,N
102700,3.3269,22,2211,477,773,288,37.09,N
125000,3.875,23,1881,380,64,37,37.12,N
144600,3.0729,34,1901,394,171,73,37.11,N
179200,5.1314,15,3111,651,276,107,37.06,N
78600,3.7857,19,1616,324,187,80,36.79,N
94400,2.6902,17,2052,405,975,340,36.8,N
100000,2.2202,13,2813,579,1385,512,36.71,N
90500,2.2278,13,3963,812,1905,671,36.69,N
92200,2.6058,26,1922,339,1148,332,36.62,N
55200,1.6486,26,1874,416,1834,432,36.63,N
52000,1.7292,33,1485,374,1544,329,36.62,N
