@relation house_8L.arff

@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute binaryClass {P,N}

@data
43164,0.007223,0.494718,0.658836,0.114216,0.108884,5.834113,0.529546,N
1789,0.004229,0.418657,0.659586,0.000559,0.193878,5.45326,0.536842,P
1490,0.04026,0.259193,0.958389,0.171812,0,3.8,0,N
237,0.014925,0.474295,0.704641,0.139241,0.071429,5.368421,1,P
1041,0.000765,0.489484,0.717579,0,0.083333,6.641509,0.5,P
1706,0.026131,0.480304,0.828839,0.015827,0.134328,6.595159,0.666667,P
600,0.000625,0.50406,0.75,0,0.157895,5.91453,0.666667,P
238,0.001608,0.490354,0.739496,0,0.5,5.494845,0.2,P
4618,0.002369,0.45727,0.650498,0.003248,0.125,6.044385,0.705882,P
534,0.003325,0.436409,0.617978,0.001873,0.183333,5.940845,0.909091,P
922,0.003535,0.482325,0.697397,0.029284,0.138462,6.35283,0.666667,N
33,0,0.367925,0.69697,0,0,2.571429,0,P
136436,0.009938,0.482173,0.573492,0.291683,0.037914,6.538856,0.502547,P
140,0,0.453125,0.714286,0.021429,0.117647,5.065217,1,P
676,0.001863,0.482609,0.671598,0,0.227273,6.09899,0.5,P
365,0.016377,0.605937,0.786301,0.013699,0.358974,8.395973,0.5,N
205,0,0.482944,0.765854,0.097561,0.277778,5.39759,0.6,P
450,0.001994,0.366899,0.613333,0,0.152778,5.963068,0.636364,P
134,0,0.430605,0.58209,0,0.05,5.895238,1,P
1204,0.001722,0.436445,0.681063,0.000831,0.183746,5.602083,0.903846,P
1287,0.00693,0.448027,0.671329,0.001554,0.124031,5.811908,0.75,P
4219,0.051886,0.589721,0.859445,0.005452,0.491525,8.076511,0.172414,N
451,0.00155,0.493023,0.716186,0.124169,0.28,6.430868,0.357143,P
24,0,0.444444,0.708333,0,0.1,6.684211,1,P
341,0,0.502155,0.718475,0,0.375,6.409283,1,N
3502,0.006201,0.579724,0.651913,0.052256,0.036923,5.465184,0,N
20,0,0.441861,0.65,0,0,4.722222,0,P
8732,0.008386,0.538957,0.632845,0.006184,0.177215,6.294348,0.333333,N
489,0,0.468697,0.699387,0.006135,0.310345,5.589124,0.833333,P
4374,0.012274,0.522763,0.716049,0.0016,0.237569,6.666465,0.441861,N
3492,0.006465,0.485069,0.669817,0.100229,0.140992,5.624249,0.425926,P
477,0.002508,0.489967,0.75891,0,0.173913,5.876676,1,P
3467,0.00652,0.484025,0.704644,0.000577,0.208437,6.332291,0.476191,P
123,0.013201,0.60066,0.788618,0,0.047619,7.415929,1,N
261,0,0.488127,0.816092,0,0.2,5.819588,0,P
1562,0.016878,0.513484,0.820743,0.809859,0.137931,5.199153,0.25,N
505,0,0.460691,0.69703,0.005941,0.177778,5.8,0.625,P
1755,0.004356,0.537754,0.603419,0.005128,0.046875,6.748075,0.666667,N
1050,0.005682,0.439935,0.607619,0.001905,0.277228,5.963434,0.75,P
1000,0.008862,0.515678,0.835,0.046,0.425532,5.90842,0.25,N
26865,0.034671,0.50235,0.706495,0.058813,0.193277,6.226338,0.333333,N
1672,0.001591,0.464333,0.686603,0.013756,0.094053,4.966765,0.191177,P
85,0.043716,0.513661,0.682353,0,0.083333,5.609375,1,P
136,0,0.441397,0.772059,0.5,0.230769,6.308511,0.666667,P
22428,0.016156,0.440487,0.815097,0.019841,0.144788,4.63243,0.12,N
1601,0.000749,0.44023,0.648345,0.30356,0.170213,5.517476,0.458333,P
18134,0.006953,0.46491,0.68992,0.424893,0.120596,6.149825,0.498127,P
278,0.002825,0.419492,0.636691,0,0.170732,6.450704,0.714286,P
587,0,0.449553,0.712095,0.62862,0.175676,5.861827,0.615385,P
750,0.002903,0.458152,0.745333,0.34,0.128571,5.861163,0.777778,P
4163,0.012805,0.528188,0.737209,0.081672,0.336842,5.802348,0.260417,N
89,0,0.48659,0.876405,0,0.5,6.113924,0.5,P
3898,0.005341,0.433738,0.776809,0.001026,0.129693,5.270705,0.263158,N
95,0,0.417989,0.526316,0,0.083333,6.163636,1,P
1630,0.013861,0.549531,0.826994,0.049693,0.265823,6.361474,0.761905,N
466,0.003347,0.553975,0.76824,0.002146,0.382353,5.856021,0.538462,P
2568,0.002127,0.441172,0.642523,0.001168,0.121795,6.116608,0.210526,P
453,0,0.466355,0.660044,0.090508,0.075,5.131579,1,P
164,0,0.427822,0.664634,0,0.4,5.721088,1,P
94,0,0.511628,0.808511,0,0.214286,5.4,1,P
109,0.003115,0.492212,0.752294,0.146789,0.6,5.575758,0.666667,P
249,0.001502,0.518018,0.722892,0.016064,0.1,5.587379,0,P
100,0,0.537815,0.7,0,0.285714,6.166667,1,P
4762,0.004155,0.485251,0.684796,0.155817,0.193154,6.214025,0.518987,P
5,0,0.666667,0.6,0,0,9,0,P
129,0.012887,0.494845,0.79845,0,0.148148,5.546296,1,P
219,0,0.469828,0.589041,0,0.042553,4.986755,0.5,P
35,0,0.489362,0.685714,0,0,5.607143,0,P
554,0.000569,0.455372,0.826715,0.01083,0.084337,5.317352,0.714286,P
918,0.056767,0.484587,0.82244,0.298475,0.21875,5.428954,0.238095,P
136,0,0.402715,0.338235,0.022059,0.040816,4.83871,1,P
208,0.008097,0.459514,0.701923,0,0.130435,5.190476,1,P
27,0,0.412698,0.62963,0,0.1,5.318182,1,P
336,0,0.438328,0.8125,0.583333,0.090909,5.827068,0.5,P
204,0,0.530797,0.79902,0.004902,0.266667,5.843575,0.5,P
645,0.007,0.5465,0.854264,0.00155,0.222222,7.024834,0.5,N
7693,0.015343,0.512678,0.713766,0.017678,0.12628,5.789052,0.567568,P
2124,0.002965,0.405715,0.776365,0.009887,0.153846,5.248175,0.6,P
1448,0.0018,0.475444,0.727901,0.000691,0.258064,6.415473,0.625,P
929,0.009394,0.463598,0.622174,0.025834,0.035,5.492218,0.857143,P
629,0.002635,0.475626,0.672496,0.00159,0.06383,6.742616,0.333333,P
89,0,0.486607,0.674157,0,0.5,5.925,0.833333,P
395,0.010101,0.600449,0.58481,0,0.034615,5.955285,0.555556,N
224,0.001727,0.518135,0.732143,0.200893,0.15625,5.447514,0,P
980,0.000406,0.463068,0.706122,0.09898,0.101124,5.926621,0.777778,P
770,0.002336,0.485397,0.736364,0.003896,0.063356,4.995575,0.405405,P
287,0.000995,0.515423,0.724739,0.602788,0.068966,6.100479,0.75,P
1016,0.001308,0.467742,0.627953,0.003937,0.170543,6.322314,0.545455,P
74,0.011976,0.437126,0.594595,0,0.333333,5.369231,0.75,P
543,0.000664,0.490704,0.791897,0.001842,0.179487,6.057279,0.571429,P
2265,0.002286,0.457802,0.613687,0.000883,0.039474,6.629274,0.833333,N
387,0.004864,0.488327,0.762274,0.002584,0.15,6.319392,0.333333,P
3671,0.00384,0.467472,0.663852,0.003814,0.147541,5.938011,0.5,P
492,0.001558,0.549844,0.656504,0.02439,0.166667,6.267296,0.666667,N
4786,0.009879,0.555578,0.854367,0.011074,0.533333,7.600332,0.204546,N
887,0.030518,0.458204,0.722661,0.127396,0.063726,6.087591,0.384615,P
194,0,0.443694,0.654639,0,0.142857,6.357576,0.5,P
8395,0.005669,0.483651,0.731269,0.191066,0.19267,5.902624,0.331522,P
776,0.001462,0.532164,0.762887,0,0.25,6.19462,0.666667,P
5838,0.050861,0.562177,0.74803,0.012847,0.360313,7.067381,0.152174,N
361,0.013049,0.40688,0.576177,0,0.125,5.8159,0,P
5131,0.006168,0.460991,0.712337,0.003898,0.071795,5.358463,0.547619,P
488,0,0.496914,0.756148,0,0.2,5.992064,0.333333,P
641,0.001355,0.470867,0.678627,0,0.209302,5.97996,0.833333,P
115,0,0.383202,0.756522,0.478261,0.148148,5.2125,0.75,P
1113,0.005442,0.454082,0.693621,0.001797,0.252632,5.951977,0.645833,P
162,0,0.536524,0.740741,0,0.111111,5.524138,1,P
2318,0.023862,0.569848,0.72088,0.027179,0.134752,7.675913,0.31579,N
423,0.005776,0.473597,0.732861,0.425532,0.114754,5.988327,0.714286,P
7656,0.03128,0.531334,0.633621,0.018286,0.034,5.509439,0.088235,N
234,0.001342,0.412081,0.769231,0.893162,0,5.605634,0,P
1007,0.003523,0.522505,0.693148,0.000993,0.092937,6.830688,0.64,N
3306,0.010924,0.35253,0.605263,0.009074,0.028926,6.953562,0.428571,P
614,0.004667,0.513333,0.711726,0.003257,0.206897,5.476415,0.916667,P
576,0,0.414704,0.626736,0,0.142857,6.11954,0.8,P
73,0,0.693548,0.616438,0,0,4.805556,0,P
304,0,0.63738,0.723684,0,0.023485,5.912351,0.16129,N
1606,0.006126,0.593237,0.711083,0.004981,0.206349,6.415341,0.153846,N
5461,0.024285,0.50459,0.757554,0.120491,0.076923,5.987277,0.630435,P
13057,0.000562,0.429269,0.713104,0.973731,0.039766,5.674602,0.735294,P
345,0,0.457394,0.649275,0,0.210526,6.200787,0.5,P
11267,0.003814,0.506735,0.706577,0.194284,0.164571,6.175934,0.395833,P
2503,0.005767,0.55346,0.701558,0.003196,0.171717,6.23713,0.529412,N
59,0,0.515152,0.79661,0,0.090909,5.627907,0,P
680,0.001197,0.476362,0.623529,0.001471,0.212121,6.774096,0,N
228,0,0.509632,0.785088,0,0,5.831522,0,P
14419,0.019489,0.540485,0.685068,0.038976,0.135273,5.145043,0.392473,N
3934,0.007403,0.494516,0.871124,0.868582,0.489474,5.644122,0.268817,N
301,0.00609,0.492083,0.754153,0.0299,0.333333,5.86036,0.571429,P
392,0.002244,0.417352,0.762755,0,0.151515,5.701342,0.2,P
381,0.001974,0.436328,0.734908,0,0.178571,5.697417,0.6,P
11145,0.019192,0.549107,0.829699,0.009511,0.513995,7.40076,0.252475,N
1463,0.002373,0.456702,0.616541,0.000684,0.154472,5.621698,0.368421,P
20,0,0.368421,0.55,0.5,0,5.0625,0,P
122,0,0.47351,0.721312,0.008197,0,4.548077,0,P
88,0,0.573276,0.761364,0,0,5.716667,0,N
66,0.007463,0.656716,0.484849,0.015152,0.015625,5.8,1,P
4822,0.005664,0.502082,0.660722,0.017835,0.194529,6.143672,0.5,P
8332,0.01412,0.511972,0.724676,0.003841,0.196721,6.283555,0.208333,N
643,0.000543,0.497558,0.794712,0,0.4,6.370518,0.25,N
1848,0.008739,0.574612,0.784091,0.271104,0.638889,7.527936,0.304348,N
72,0,0.528205,0.805556,0,0.2,5.444444,1,P
89,0,0.332317,0.707865,0,0,6.60274,0,N
822,0.003733,0.442667,0.631387,0.002433,0.226891,5.835484,0.666667,P
111,0,0.416988,0.738739,0,0.25,6.189474,1,P
2511,0.002579,0.50751,0.692155,0.005974,0.147887,6.872458,0.380952,N
1356,0.008744,0.555987,0.85177,0.003687,0.3,6.009217,0.416667,N
920,0.000822,0.451891,0.705435,0,0.126437,6.688356,0.363636,N
3273,0.036909,0.622278,0.63978,0.007027,0.25625,6.934441,0.121951,N
3807,0.030895,0.535386,0.717888,0.013134,0.20438,6.671983,0.392857,N
223,0,0.448413,0.825112,0,0.050848,4.648352,0.5,P
210,0.002004,0.436874,0.633333,0,0.119048,5.806667,0.4,P
6705,0.040119,0.551467,0.851305,0.05563,0.322034,6.709148,0.473684,N
105,0,0.474684,0.742857,0.009524,0.055556,6.752809,1,P
414,0.046729,0.590484,0.806763,0.019324,0.19403,7.739247,0.538462,N
2120,0.045532,0.572467,0.448113,0.046698,0.016621,5.344473,0.333333,N
179,0.003711,0.463822,0.793296,0,0.2,6.70073,0.5,P
247,0,0.446602,0.805668,0.149798,0.217391,5.360825,0.6,P
1969,0.026483,0.497621,0.875064,0.180802,0.277372,5.987141,0.184211,N
140,0.002809,0.449438,0.714286,0.007143,0.3,5.865979,1,P
332,0,0.496718,0.743976,0.487952,0,5.463415,0,P
378,0.00726,0.419238,0.791005,0.002646,0.074074,5.090592,0.875,P
932,0.000448,0.484088,0.658798,0,0.170455,5.974775,0.6,P
271,0,0.465116,0.678967,0.107011,0.147541,5.529703,0.777778,P
248,0.002766,0.366528,0.685484,0.004032,0.157895,5.28169,1,P
142,0,0.442408,0.683099,0,0,6.45283,0,P
1226,0.002126,0.431571,0.754486,0.030179,0.114537,5.317186,0.846154,P
292,0.003429,0.584,0.869863,0,0.166667,6.724014,0,N
420,0,0.498527,0.828571,0.007143,0.6,6.329341,0.619048,N
2349,0.041506,0.57789,0.862069,0.046828,0.438356,7.936816,0.59375,N
769,0.0005,0.476238,0.713914,0,0.122807,5.941936,0.428571,P
269,0.00156,0.447738,0.672863,0,0.157895,5.881773,0.333333,P
2406,0.017052,0.579481,0.830008,0.005819,0.55,7.185104,0.340909,N
2853,0.003694,0.505541,0.699965,0.097091,0.089701,6.212344,0.259259,P
10344,0.004685,0.537858,0.698956,0.075406,0.036364,6.351622,0.302956,N
826,0.008845,0.443203,0.715496,0.004843,0.288991,5.900602,0.396825,P
2177,0.008694,0.468287,0.768489,0.001378,0.247664,6.292179,0.584906,N
44,0,0.525253,0.704546,0,0.055556,6.172414,0,N
211,0,0.412297,0.663507,0.42654,0.16129,5.583893,0.2,P
195,0,0.395238,0.553846,0,0.142857,5.80137,1,P
2060,0.004992,0.422133,0.795631,0.085437,0.106227,5.107563,0.413793,P
369,0.073338,0.458533,0.932249,0.214092,0,0,0,P
33,0,0.394737,0.606061,0,0.222222,7.12,0.5,P
588,0.001785,0.534801,0.812925,0.139456,0.347826,5.731809,0.25,P
328,0.001142,0.492009,0.746951,0,0.032609,5.18251,0.333333,P
20761,0.030183,0.444471,0.574491,0.06859,0.114692,6.605663,0.578512,N
681,0.001686,0.463182,0.734214,0.082232,0.136842,5.505535,0.807692,P
756,0.00391,0.497067,0.777778,0,0.296296,6.378815,0.25,N
164931,0.009411,0.477008,0.551412,0.405321,0.085368,5.754385,0.596875,P
699,0,0.498275,0.775393,0,0.272727,6.307544,0.666667,P
210,0,0.507353,0.747619,0,0.1,5.695122,1,P
1934,0.00893,0.502427,0.657704,0.019648,0.082353,6.206218,0.428571,N
1119,0.023959,0.47512,0.630921,0,0.122951,6.778582,0.333333,P
12030,0.007494,0.515695,0.743225,0.000416,0.206897,5.829345,0.333333,N
1290,0.001108,0.472722,0.717054,0.00155,0.32,6.123992,0.5,P
2,0,0.961539,0.5,0,0,7,0,P
331,0.004367,0.54476,0.791541,0.172205,0.208333,5.554348,0.8,P
1108,0.007364,0.418992,0.629061,0.000903,0.136364,5.989899,0.444444,P
40,0,0.520833,0.725,0,0.125,5.34375,1,P
83,0,0.410377,0.771084,0,0.2,5.015625,1,P
181,0.001779,0.487545,0.790055,0,0.25,6.242188,1,P
1217405,0.098068,0.521049,0.62353,0.151494,0.108336,5.681537,0.289356,N
60,0,0.457317,0.733333,0,0.166667,5.66,1,P
2303,0.005706,0.521682,0.661311,0.003908,0.143885,5.350559,0.35,N
221,0,0.491833,0.714932,0,0.545455,6.188172,0,P
2155,0.008521,0.559733,0.745244,0.005104,0.327586,7.382001,0.105263,N
167,0.002212,0.440266,0.748503,0,0.142857,5.448,1,P
4096,0.007709,0.395387,0.852295,0.000488,0.222222,7.13657,0.571429,N
985,0,0.535227,0.802031,0,0.12987,5.345616,0.6,P
36,0,0.435294,0.611111,0,0.166667,5.625,1,P
2754,0.004354,0.500508,0.66122,0,0.128571,6.688804,0.5,P
387,0.002649,0.406623,0.509044,0.005168,0.168317,5.640693,0.647059,P
1129,0.003096,0.445046,0.705935,0.004429,0.049351,6.517475,0.81579,N
496,0.004617,0.397969,0.631048,0,0.027397,6.052342,1,P
2180,0.01615,0.606266,0.865596,0.003211,0.611111,6.986221,0.272727,N
155,0,0.461539,0.754839,0.006452,0.085106,5.537037,0.25,P
774,0.000522,0.442067,0.660207,0,0.307692,5.939114,0.125,P
871,0.000901,0.418469,0.622273,0.001148,0.135338,5.039761,0.555556,P
18004,0.008309,0.534807,0.842591,0.013497,0.418103,6.599759,0.128866,N
562,0.002281,0.415209,0.619217,0.003559,0.153846,5.914489,0.25,P
9,0,0.52381,0.555556,0,0,6.75,0,P
7416,0.005418,0.43428,0.596009,0.005663,0.055679,6.841079,0.44,P
1439,0.001847,0.172516,0.714385,0.000695,0.464567,5.476425,0.932203,N
143,0.004854,0.470874,0.797203,0,0,6.961832,0,P
174,0.005319,0.433511,0.597701,0,0.210526,5.695313,0.25,P
394,0,0.483549,0.662437,0.362944,0.147541,5.295533,0.444444,P
188,0,0.349015,0.882979,0,0.035714,3.409091,1,P
251,0.001572,0.463837,0.661355,0,0.06383,6.477157,1,P
530,0.00295,0.49115,0.737736,0,0.1,6.050505,0,P
413,0,0.437143,0.699758,0.433414,0.129032,5.742765,1,P
453,0.811283,0.450638,0.812362,0,0,4.777457,0,N
3233,0.029408,0.545503,0.576245,0.010826,0.170543,6.984365,0.636364,N
96,0,0.404412,0.770833,0,0.166667,6.182927,0,P
149,0,0.420213,0.704698,0.167785,0.142857,5.435897,0.333333,P
587,0.000645,0.506452,0.763203,0,0.027778,5.665929,0,P
412,0.001047,0.369634,0.616505,0,0.241379,5.647761,0.571429,P
786,0.001063,0.443381,0.660305,0.050891,0.17,5.965636,0.705882,P
52,0,0.612903,0.692308,0,0.090909,5.28,0,P
400,0.00616,0.469199,0.7,0.0025,0.297297,5.976109,0.636364,P
81,0.018018,0.563063,0.555556,0,0.058824,4.225,1,P
135,0,0.47191,0.844444,0.903704,0.111111,5.763158,0,P
179,0.002105,0.450526,0.77095,0.011173,0.384615,5.957447,0.6,P
5912,0.008847,0.479381,0.573241,0.007104,0.087227,6.473348,0.428571,N
4216,0.007131,0.490194,0.719877,0.13093,0.107595,5.271052,0.705882,P
10472,0.085069,0.474172,0.724313,0.044118,0.24234,6.86363,0.402299,N
3497,0.024344,0.567994,0.806977,0.066915,0.534483,6.094595,0.602151,N
105,0,0.45098,0.771429,0,0.333333,5.578313,1,P
2281,0.056564,0.545915,0.740026,0.089873,0.088889,6.914894,0.25,N
785,0.003319,0.438606,0.593631,0,0.20362,5.695187,0.711111,P
77,0,0.475309,0.649351,0,1,6.153846,1,N
540,0,0.424932,0.67963,0,0.076923,4.954338,0.771429,N
169,0.005195,0.623377,0.609468,0.005917,0.5,7.168142,1,N
6696,0.002635,0.474965,0.666069,0.166219,0.182609,5.937309,0.285714,P
188,0,0.435318,0.734043,0.579787,0,6.11579,0,P
202,0,0.537594,0.816832,0.069307,0,5.732484,0,P
445,0.005998,0.437875,0.750562,0,0.2,5.022663,0.571429,P
2124,0.006819,0.559968,0.626648,0.008004,0.061539,5.654141,0.5,N
40872,0.121776,0.530558,0.675768,0.023023,0.101248,6.209706,0.222749,N
3926,0.007512,0.545387,0.660469,0.000764,0.234043,6.874901,0.484849,N
7753,0.005143,0.478023,0.73004,0.034438,0.185053,6.256461,0.403846,P
3727,0.003007,0.443016,0.68366,0.369466,0.175,5.567089,0.702381,P
1948,0.001251,0.41966,0.724333,0.407084,0.136054,5.837447,0.75,P
58,0,0.491124,0.87931,0,0.384615,6.34,1,P
2393,0.002962,0.499177,0.666945,0.001672,0.164557,6.208777,0.384615,P
66,0,0.535211,0.545455,0,0.086207,5.755102,1,P
65,0,0.394958,0.507692,0,0.214286,6.019608,0.666667,P
101,0.008231,0.534979,0.693069,0,0.022222,4.820513,0.5,N
2552,0.007116,0.490987,0.648119,0.02547,0.107527,6.470238,0.55,P
1731,0.001094,0.496828,0.685153,0.002889,0.131148,6.307823,0.875,P
903,0.003163,0.436963,0.673311,0.001107,0.208791,5.529141,0.578947,P
847,0.01,0.46303,0.893743,0.003542,0.464286,8.681392,0.346154,N
2931,0.00718,0.500864,0.651314,0.016377,0.141304,6.535466,0.5,N
1217,0.002858,0.548746,0.765818,0.003287,0.081633,6.1243,1,P
48296,0.193254,0.603835,0.607628,0.033688,0.103891,5.828245,0.289575,N
95,0,0.469091,0.757895,0,0.125,5.5625,0,P
406,0,0.422638,0.785714,0.046798,0.190476,5.352751,0.666667,P
84,0,0.34981,0.797619,1,0,5.233333,0,P
4785,0.032279,0.336623,0.444932,0.008777,0.056522,6.053992,0.153846,P
163,0.188525,0.647541,0.613497,0.01227,0.003922,3.775,0,N
65,0,0.437086,0.676923,0,0.071429,6.254902,1,P
332,0,0.374527,0.64759,0,0.323944,6.014389,0.869565,P
96,0,0.521912,0.8125,0,0.6,5.571429,0.333333,P
365,0,0.456595,0.663014,0,0.081081,6.164706,0.333333,P
654,0,0.407147,0.737003,0.469419,0.111111,5.590588,0.666667,P
98,0,0.482051,0.561225,0,0.342857,5.60274,0.916667,P
908,0.094907,0.546296,0.889868,0.006608,0.395349,8.954181,0.588235,N
1249,0.001537,0.443743,0.906325,0.004003,0.021429,5.498127,0.333333,P
71,0,0.448276,0.591549,0.197183,0,6.566038,0,P
1824,0.016629,0.483599,0.637061,0.004934,0.102804,5.299049,0.30303,N
11493,0.029265,0.524224,0.772992,0.004264,0.586466,6.735225,0.141026,N
121,0,0.386774,0.900826,0,0.125,4.636364,1,P
1461,0.003188,0.489959,0.574949,0.006845,0.033898,6.699267,1,P
167,0,0.461883,0.766467,0,0.133333,6.098485,1,P
625,0.026934,0.518625,0.7776,0.2256,0.1875,6.793103,0,N
2499,0.010699,0.551008,0.888355,0.007203,0.284211,6.964748,0.259259,N
874,0.004263,0.430602,0.643021,0,0.094118,6.332836,0.75,P
77,0.004587,0.449541,0.844156,0,1,6.446154,1,P
123,0,0.515464,0.699187,0,0.115385,5.980392,1,P
377,0.006705,0.576628,0.785146,0.005305,0.153846,6.671975,0.5,N
476,0.006986,0.50998,0.611345,0.006303,0.152778,6.154717,0.636364,P
366,0.001825,0.560219,0.814208,0,0.104167,6.06213,0,N
1131,0.001941,0.526844,0.816976,0.026525,0.189189,5.965042,0.428571,P
3839,0.003727,0.533998,0.75827,0.002084,0.27907,6.228944,0.583333,N
157,0,0.474886,0.796178,0,0.4,5.748148,0.5,P
5837,0.017739,0.538646,0.721775,0.036834,0.201681,6.107894,0.375,N
1089,0.01305,0.506711,0.674931,0.046832,0.155039,5.877584,0.5,P
3697,0.041909,0.527394,0.718691,0.013525,0.308642,6.644956,0.32,N
4447,0.012282,0.513817,0.744772,0.007871,0.15625,6.464209,0.56,N
18109,0.063457,0.507084,0.762604,0.014855,0.458199,6.256312,0.214035,N
53894,0.004902,0.47516,0.655156,0.432924,0.121118,5.7412,0.51453,P
84,0.005747,0.614943,0.702381,0,0.0375,4.826667,0.666667,P
9902,0.043139,0.575605,0.66936,0.010402,0.122283,5.779493,0.455556,N
4094,0.070077,0.612974,0.645823,0.045432,0.099099,6.279876,0.212121,N
571,0.002681,0.509383,0.753065,0,0.191489,6.448687,0.888889,P
61,0,0.546053,0.672131,0,0.029412,5.153846,1,P
3939,0.005094,0.429351,0.704747,0.024372,0.134009,5.486814,0.588235,N
2290,0.018826,0.443523,0.648908,0.19869,0.10118,4.248693,0.65,P
4027,0.006372,0.479463,0.656817,0.001242,0.194357,6.597375,0.483871,P
98,0,0.490775,0.744898,0,0.125,5.723684,1,P
3227,0.186063,0.660453,0.344593,0.191819,0.067797,3.683168,0.392857,N
234,0,0.467105,0.730769,0.008547,0.12766,5.331551,0.833333,P
39,0,0.515464,0.74359,0,0,5.1875,0,P
1325,0.019613,0.577571,0.836226,0.005283,0.212121,6.633075,0.571429,N
523,0.000781,0.482813,0.690249,0,0.027778,6.182051,0,P
114,0,0.462687,0.570175,0,0.428571,5.44,0,P
491,0.010817,0.571514,0.955194,0.004073,0.727273,8.280335,0.625,N
23,0,0.508475,0.73913,0,0,6.111111,0,P
9050,0.00376,0.473922,0.665083,0.002983,0.111969,6.216799,0.436782,P
342,0,0.430303,0.660819,0.423977,0.078947,5.782443,0.333333,P
281,0,0.47782,0.782918,0.27758,0.172414,5.306667,0.2,P
463,0.007589,0.509275,0.669546,0.058315,0.136364,6.241803,0.333333,N
427,0,0.482826,0.728337,0,0.111111,6.075235,0.5,P
1878,0.006478,0.547392,0.863152,0.00213,0.633333,6.403061,0.184211,N
133,0.002793,0.477654,0.819549,0,0.25,6.682692,1,P
431,0.000987,0.523198,0.603248,0.064965,0.289474,6.212355,0.090909,N
1840,0.003692,0.495766,0.720109,0.000544,0.20548,6.374911,0.733333,P
128,0,0.326923,0.65625,0.65625,0,5.701493,0,P
65,0,0.464706,0.676923,0,0.333333,5.216667,0.5,P
3884,0.012478,0.497376,0.53965,0.008496,0.226852,6.877741,0.306122,N
503,0,0.464226,0.636183,0.053678,0.088235,5.753425,0.333333,P
376,0.001711,0.51497,0.869681,0.018617,0.5,6.088235,0.2,P
227,0.001626,0.489431,0.744493,0,0,6.268421,0,P
25,0,0.390244,0.8,0,0,6.590909,0,P
415,0.004748,0.444444,0.677108,0,0.347826,6.385321,0.875,P
185,0.001972,0.512821,0.772973,0,0.125,5.56338,0.5,P
631,0.001442,0.488825,0.610143,0.047544,0.137255,6.110553,0.714286,P
612,0.004546,0.479221,0.611111,0.001634,0.024316,6.236715,0.5,N
146,0,0.489426,0.643836,0,0.066667,5.639344,0.666667,P
5246,0.021672,0.576161,0.698818,0.00305,0.430876,7.042781,0.358289,N
451,0.004979,0.526971,0.758315,0,0.111111,5.635328,1,P
834,0.002099,0.410808,0.641487,0,0.151899,6.130915,0.666667,P
34,0,0.471698,0.823529,0,0,5.903226,0,P
650,0.045833,0.543452,0.769231,0.007692,0.285714,7.618574,1,N
344,0.001082,0.535714,0.813954,0,0,6.25,0,P
1290,0.005528,0.439189,0.608527,0,0.107438,6.327917,0.846154,P
629,0.005388,0.538793,0.845787,0.00318,0.136364,6.973384,0.333333,N
945,0.036102,0.606379,0.865609,0.006349,0.51049,7.857783,0,N
58,0,0.453416,0.741379,0,0,5.022222,0,P
130,0,0.47006,0.692308,0.092308,0.181818,5.802198,0.75,P
728,0.003191,0.420549,0.597528,0,0.07874,6.746124,0.6,N
119,0.0033,0.59736,0.781513,0,0,7.8,0,N
3794,0.009384,0.38552,0.59884,0.019241,0.130653,5.780398,0.461539,P
512,0.003252,0.411382,0.646484,0.048828,0.252874,5.387363,0.681818,P
547,0.001635,0.43009,0.599634,0,0.177215,6.24505,0.928571,P
550,0.003819,0.483768,0.781818,0,0.214286,6.861728,0.5,N
139,0,0.392226,0.582734,0,0.018182,5.7,0,P
99,0,0.425287,0.626263,0,0,5.126582,0,P
381,0.001029,0.433128,0.687664,0,0.053571,5.317568,1,P
6684,0.064474,0.534289,0.68851,0.02319,0.272388,6.638639,0.458904,N
5392,0.049143,0.579689,0.676187,0.015022,0.31562,6.080535,0.540816,N
2026,0.013182,0.585263,0.846496,0.004936,0.393162,7.905785,0.347826,N
99,0,0.458537,0.626263,0,0.153846,5.679487,0.5,P
88,0.002294,0.309633,0.784091,0,0,5.961539,0,P
